YouTube,TikTok,Facebook,Sales
28595,17221.09813976488,50752.77990869967,543190
36207,26103.17778475612,75977.00241564734,543238
23641,19453.318877597565,88494.75721502923,543288
10476,45023.78118154063,80867.55479547026,543295
82325,21252.77134797203,11441.696952398477,543361
67427,9687.012818764404,35430.156556120586,543399
64844,39287.36251708558,77349.98048856431,543495
38661,54064.54204420061,58675.21991127689,543500
31047,51274.82549811208,86534.22946887984,543501
35369,65711.75553751661,93183.76705255357,543530
31199,90475.66167455957,76721.03842,543536
27350,9305.940672,25619.095138981826,543545
51877,9040.692110862901,16734.55732452745,543564
28313,12776.934475708578,63499.646046087844,543597
35345,40850.689964598314,62682.28871041584,543608
19261,55103.964240745794,84026.87766176437,543619
12448,62437.6433,13079.617189198929,543655
37981,12728.865606501702,14850.113509488128,543657
57349,43813.11166891757,79102.08854886536,543696
24619,72481.79667908876,23713.333489538207,543701
57453,12971.18158925447,64434.77682899346,543712
49950,78461.93842980871,9426.773314007165,543716
12180,17278.13519050312,7325.757831,543731
17165,52871.84453711855,23207.99356996935,543753
56924,71698.41733024994,84494.96169535417,543765
12424,65887.07103404084,16711.350622767786,543770
111261,11670.805355681394,36224.15061881325,543793
144144,25103.01393633869,6904.636045119621,543808
13221,18943.523109593058,94625.59592408306,543821
43308,82211.07759856964,65290.68041762411,543828
28178,100030.89282231969,9118.339694169033,543883
12162,55357.83273325389,32782.47684,543906
29669,35417.92219855052,24118.226553724435,543931
20810,8723.306187817947,31673.33773593255,543933
15911,53873.50286143691,52872.08259321625,543957
12623,40369.23520290514,52756.02882418856,543966
108007,71588.49496179365,83026.77573789028,543983
55982,54436.75185750126,38066.73852550798,544006
32362,16704.189843218486,38128.923774367344,544043
13363,82452.31225794535,47890.46870190931,544053
46498,56514.549644357685,48013.089871046475,544094
49620,32806.988212234915,17425.495654897444,544112
19669,70462.53107084878,31940.131047234703,544118
22853,89137.01972,59545.89990670732,544145
87028,5792.774737043241,16598.659084900548,544196
84255,11935.219131942209,83963.50261242512,544276
99265,94852.60522571346,28175.091544828483,544315
56701,59845.82575683215,39364.90616269069,544322
67060,75580.93661106686,22396.747352142036,544332
61886,74930.19374,63400.421152849405,544351
22653,51699.71185847945,64076.70343767623,544388
73434,19791.906109979354,25822.25400633826,544407
116245,18154.13952663119,55872.38388443095,544409
56755,31070.126488654732,29026.180309463856,544416
11270,10285.999546730287,74651.51798996124,544442
109576,21693.049270807784,7183.926553,544447
41326,38452.13299389108,73227.04266923449,544447
12023,80409.55361032928,105069.34313055445,544475
48566,14988.03261798082,54475.258339213666,544551
30597,6803.072670627568,6001.490270984356,544579
84110,95658.89580466339,17243.83968,544585
97518,78753.22979845916,13513.77250336106,544615
42721,91582.08913308564,12242.216957833005,544616
37577,9501.614438340228,38694.45447949271,544679
123261,68515.51862261487,21108.671636535728,544757
36090,73407.75941664823,37236.73990460886,544812
16638,46136.39254654526,114944.38209397758,544814
27571,37972.23691079926,76549.36279016537,544828
57748,8162.196273454607,9501.026797,544853
40672,73730.06662784723,66827.32977375598,544860
15577,74744.78908806568,60603.288414052266,544873
148814,9382.130012506428,15234.01905222242,544907
36710,23718.017944459672,19171.083287119953,544913
112214,65623.18281966147,99269.18295904472,544971
21161,19751.469702471397,104513.88197669832,545014
87644,53484.14328,51808.52385239779,545016
54022,25927.07294641095,27341.657177291847,545020
56135,59507.70570448977,102199.82494166424,545055
27403,17880.213540179953,22652.39388482747,545081
108758,44399.66969203412,15642.337024336184,545118
50585,49646.62130417999,9401.003692295162,545143
18738,89623.38495,37064.79568,545249
22288,73101.18988052834,22036.106809172903,545290
51831,66744.63520352944,32837.25481036034,545314
18381,28208.539874939637,27068.186271592615,545330
16751,20667.240737502187,81573.17079946157,545344
72196,78138.39078967439,4554.665570707829,545346
59352,42167.78210623832,24776.692903654086,545401
34098,46541.96711,37756.95231311664,545421
124016,13472.313075954593,9600.004087292706,545421
23783,23559.786659563437,79856.58152296532,545451
19888,35277.41847017057,56110.26213437703,545471
12122,23693.51109308551,11670.009251442447,545557
60830,70033.47252102834,23536.56905649132,545573
124103,23996.249367236564,37259.14325742448,545580
61563,53280.295231001546,35996.15518349325,545624
63606,42800.33157026031,91210.56392665712,545630
41008,59119.33072,19363.741103684606,545660
37466,18898.546254646848,11689.257304177276,545691
21155,96583.19750603076,103381.61474102514,545726
73099,9655.469149740704,8453.497271,545740
10158,9256.406893167332,55998.85753607483,545749
60672,19635.903991350373,4623.903036659551,545767
86684,65346.99622,25623.79655,545785
35023,87182.52764,21479.433982704286,545797
65644,68637.91840192639,30748.527672995726,545805
32762,39707.92766795712,68426.96632,545811
14721,28314.85010553062,42274.866396236815,545834
36476,78101.68715,95980.84983,545840
18394,86567.43049562939,21747.06748594303,545858
140607,28318.10722789033,53704.19398520353,545877
50893,42539.14434637707,14500.554964822386,545889
98705,10459.938113086262,28875.75739,545926
20050,76969.85821253837,4243.546556527449,545934
80192,76464.15502179708,7110.533264469321,545948
83898,27149.486002980826,18034.977917110282,545969
62525,46975.839264532486,56599.576011831865,546005
51538,69471.38161738667,28245.953183338705,546038
44038,30039.493197585274,14897.228119137168,546046
78658,5928.771324704677,38563.05188132544,546052
31793,9664.458366503697,67612.00839678486,546055
15413,8229.911971305142,29469.520452800985,546072
34355,46866.79336664935,9204.113652022372,546126
93381,84260.24463375213,7637.2726569027855,546166
132443,25909.20615937756,12331.92416009654,546218
41068,11745.750120966446,39884.88845877365,546269
51667,58883.20048279337,40292.2828,546276
13097,33542.30692153981,4759.993915020958,546281
47677,13066.648945520918,20367.795877690376,546286
64755,16284.755062076376,22583.08581999004,546296
103352,41106.034911266266,58757.729118022355,546331
58439,45247.93541467103,35700.19041947464,546342
68757,60740.03956311484,57854.97153498762,546450
71812,45203.82647515078,52880.413057009064,546457
52020,64282.84555276761,45973.10366367083,546498
52279,10485.029134723572,69201.57068,546503
149909,17396.374121354747,29544.229247889423,546547
75417,46252.901972604406,59255.27417738401,546609
90149,29256.365032737034,7096.001186365673,546616
63090,9220.272981882783,36718.66179111504,546626
71148,16146.655183361438,37608.21363768011,546646
25799,36542.75726052585,33168.04057877038,546651
74199,30793.77229,26505.849795675043,546705
61117,33501.495545550126,39278.789924916644,546712
74016,40833.34507217942,34026.41313480165,546752
148038,57701.715079657755,32118.76525353326,546763
84914,67997.39271640732,51046.04296791657,546795
59933,97249.04004,58510.84907882489,546853
61954,38600.39929493404,11548.421611505491,546884
31252,9629.573853036029,56558.94112573761,546894
33034,37959.98464298396,13112.750545954183,546931
56786,6945.751458228962,61813.24467,547108
23731,25416.76733331835,37570.130194519515,547135
37814,29976.935064287543,25352.96229699012,547154
13020,57111.779481396385,7663.128957712783,547159
25067,87893.82343134609,38184.60052895044,547227
116109,62240.826864510505,17037.31882201172,547248
23263,55399.798948687494,29958.902239678955,547277
17244,46343.638255413134,42082.585044460604,547290
20980,34658.42162773317,18818.66316,547333
12495,22735.09507180441,38246.57608305312,547385
54628,17582.51783112889,113942.80638647331,547387
68581,100794.84711569021,9689.432755188733,547445
77227,43975.11532617936,26974.17259797315,547522
92639,9473.936848241845,28860.988469206255,547550
27422,29323.583650604047,58750.59915914064,547595
38918,68294.59006,51284.33160263757,547616
30707,30542.31687859139,47501.720317749634,547661
96247,57022.76893141458,33070.71204591532,547672
43294,10938.342336308588,16915.45722879196,547673
20143,100090.50954217296,65707.21596848452,547700
45413,29356.815366163308,26081.477022606847,547759
23709,26724.195581931745,83513.60619846373,547795
68887,66806.92193,37997.19255482069,547797
18118,17102.38151511005,27722.96633439677,547803
22279,15641.615225704296,121233.48580687428,547827
44763,83730.29286661066,12891.780434064014,547855
101848,16472.68620100203,12133.64697329294,547875
60012,18473.15086116934,22301.626214881187,547935
135190,24699.955949452236,19516.100704274515,547980
37594,32816.58599767783,69136.96530895954,547995
21801,56050.41886530299,24346.204335884406,548027
80874,51603.62823326294,40529.355890345025,548028
61380,16323.978512633066,100237.91713753247,548046
57259,74242.29408468942,49068.55505035034,548066
24185,79705.84390044514,72855.02165918083,548090
86768,34701.44928319662,64762.611468017465,548099
65952,83437.43555391219,107784.03655419362,548116
33072,26770.426395051803,55173.77798184239,548133
74182,91033.14255491123,51831.29524782987,548159
76986,20125.184325281898,16543.10577063779,548268
99821,74628.02422,104587.9389734689,548275
99910,9834.559771930679,36608.48154362633,548320
11113,51216.26548,37879.31883939219,548413
24205,25700.546331032438,11442.39083184932,548436
34711,37853.05767565827,30126.537563307356,548488
11023,38901.142421800665,90124.15450739252,548489
45690,62125.11923913389,60280.97996405192,548490
106642,18480.872134102054,98888.03309561536,548503
64337,57265.62159,12066.691655784018,548549
48616,70985.23906375511,35878.47706053687,548558
120733,33710.31054029708,8659.591352,548562
97815,20403.011346284475,13368.57410858298,548586
47291,50450.04643635565,93174.31989822788,548598
57922,69055.60348293988,111252.14807227004,548621
101831,54811.68322936674,7636.361698169734,548642
50896,33810.57400038662,17875.27651645889,548751
11667,18848.300276014164,27637.233661469036,548754
16613,86784.25384428295,57914.260246298516,548757
22742,35540.69801062976,51668.83651419857,548768
133910,15873.664465375714,22901.707269293656,548782
42141,17728.240620659606,31413.600570493676,548792
88785,22755.940144897653,6466.7357445601765,548854
43249,18273.04771405381,43389.58406,548881
28362,40753.93536909092,96836.12935569322,548915
36526,12238.889680577835,20016.64011412307,548926
15215,62572.387183596686,24386.54891801287,548976
67655,29600.578235453468,31517.66379696366,548990
92448,22399.415839102683,57315.88659480113,548995
47610,88891.72605082716,43093.07500902178,549029
34375,16546.79590012358,91863.05820137748,549040
11268,10870.66197291318,75893.01008166779,549052
41589,28664.733666506512,32613.40143600263,549161
25658,31889.24801098634,88290.35130716613,549184
25756,59413.21949054881,14276.297884566808,549196
27524,87995.45711186479,22168.813674834113,549212
133898,31654.84843630527,30507.391216339664,549224
27686,17421.14252045392,96225.17005175268,549243
28214,78549.58308960755,4826.1893580313335,549248
46324,41791.86776188816,16372.300465056396,549262
64804,47333.63247459626,5723.437803316979,549264
13455,66237.4603,96678.92607435523,549276
13394,88770.89970062004,16771.49581093919,549298
27760,22868.511035378713,67624.45451,549335
85418,12967.495978137405,68265.91504303728,549339
44188,55702.61663826583,20984.990720271544,549342
48984,14821.023444257353,20145.67381838128,549406
142707,26891.969095145258,20832.287384145835,549465
112838,67615.04499,13317.941447711088,549545
15575,22045.779757291377,61615.95013432345,549609
68683,71463.1999,46417.39509256056,549615
82856,13241.067552011655,30038.736614059417,549650
67878,25534.370830894728,107858.48323293106,549713
13272,33344.98517202068,43884.15620672567,549713
13658,12369.088578392197,35051.780841174565,549725
37528,35387.41722162717,15844.875332563417,549729
13466,32709.58553,106765.52322314556,549778
53335,61161.44483671385,47943.377392248374,549892
86004,38239.88795672182,22569.82934771005,549923
83125,30666.61475,30996.913194094832,549952
115103,18541.268088499004,30078.66409289709,549972
24321,26540.73598889555,39856.53255376823,549976
84179,66725.57175627019,10659.636744325595,550000
24048,28097.87119,15727.112223933253,550014
39983,7860.942553123048,74673.50452474659,550048
32093,19716.250622803404,58792.18029665484,550070
16986,34757.82760448539,38124.099528841645,550095
51853,30722.340818364115,0,550103
25162,65054.61354993308,65788.48694529905,550115
38427,49698.636659965196,46874.66013431091,550157
41911,49985.031807509324,17394.881656811816,550231
14898,72301.69033231756,100828.60520008992,550287
35528,91709.53068049616,2943.7731102845055,550295
135475,26273.641302646374,30419.404383500343,550416
36647,41038.998959098055,35702.26848179276,550418
35516,92820.71405039619,23672.059813579777,550442
142457,18858.262907038057,9174.866760239462,550470
82574,70068.72981553459,45249.60690786331,550490
23805,29597.99854532859,44411.47106,550505
29620,66667.79549,46346.932689114634,550509
48110,9615.590374949927,62905.50814214556,550513
72884,24297.446279538548,27518.62698903913,550519
138509,20781.55709696264,6215.589252349712,550698
21401,40331.10602326107,18495.983710870943,550718
36711,23743.04547361913,107387.30891888554,550788
14326,25169.053964696508,67390.95597,550815
39408,22166.77719298016,84438.50345776763,550831
51820,20402.718960042945,89230.2794,550866
83299,55214.92758,2535.446315367848,550946
50227,71582.5806,98835.40513572385,550950
84928,22025.360280632663,48754.74766100293,551100
50645,89843.16274733242,23695.821177029808,551130
66647,19409.407940190486,58078.15376560151,551157
33386,77660.89929941834,85706.86640040431,551224
80352,10901.217117508591,56203.641125285416,551234
60837,89299.88202205425,34894.82977,551292
116778,16551.727677900344,53731.09164,551338
90107,51315.92926476185,31459.399637981314,551404
104283,64179.77956050808,60459.07078503934,551428
16813,11628.944571608252,97083.25707759842,551486
45014,56747.413752896544,2892.6156743612414,551514
18007,34700.00487862219,62840.793678699156,551519
83958,9847.755290090117,33848.04041342185,551523
30189,27467.196930716436,113979.46069321217,551531
16493,13708.789466748794,10298.260851578121,551538
75140,12607.514167060925,27283.63276783649,551571
56229,24424.359130852503,29660.408993568828,551614
112901,44305.665428071465,52817.57631540215,551628
24670,73555.95634,37235.99601433294,551659
18853,39806.09374869292,29142.77880404694,551665
105834,14873.691766359583,19915.897439647433,551682
24766,17278.845043140103,23448.866479015152,551685
39252,7840.0863236554815,16909.815118362345,551695
61002,54271.32679427772,70905.92802359961,551708
29524,35691.68682576897,36958.36622067746,551752
89716,60414.73188,27649.480125981965,551801
31661,20890.438712467312,57178.32787315765,551823
13266,38013.58283747396,118736.7660489303,551876
38804,80483.43554143951,24354.21688844013,551956
16181,31427.01435186899,105420.22625714204,551964
82548,41213.29179163545,41415.36788142667,552010
35768,32549.59369733973,45117.32700364969,552036
77823,52006.89478336721,41873.70237156444,552043
28252,17387.529854393364,34033.30710039259,552046
27148,24620.071153581997,41874.52631,552049
108351,11499.558814621141,11828.130764177724,552068
26184,49512.88966717987,22400.61261513924,552068
111812,46899.20920100854,36599.922877214085,552146
12305,69486.31056457078,4442.4880817011235,552164
115300,35115.8655,46136.427411931516,552171
48440,7999.686422699304,33560.67264480001,552190
121244,61964.74545862648,8443.160699846587,552199
47578,53064.78599387727,67171.23515,552203
58556,29347.39253544977,73707.95761588022,552209
30365,43951.865605229366,62789.76896419319,552216
27215,46361.299348128836,28779.427066696295,552262
14934,71614.88710299575,10599.817934702907,552273
28028,81327.0367,12326.359848149326,552298
84867,93115.24363514972,48736.564504115646,552326
29407,50496.318771734535,78267.81752704844,552538
33181,34321.374456383455,72913.07551471952,552575
135646,25778.147185351776,27228.931662442326,552662
37689,22840.73812,67747.71842575757,552724
62231,49524.76401694036,94603.58308234891,552727
34329,25612.121971095432,48475.26336477269,552740
75670,69186.20670022635,18015.926411028046,552748
26754,76937.83196803633,56137.04645,552824
24176,64701.71932000109,25572.66602873309,552844
112269,12912.065736208418,28194.88671671211,552856
29749,25074.140625568925,17049.340835501782,552859
13160,74520.27512121921,35699.954196223596,552868
26625,26658.782916882054,67241.72214219147,552874
16856,65535.40931372369,31589.339771644572,552936
11321,96704.78645653505,21021.490556813835,552960
14961,40135.65059054934,27849.96685326232,552970
114769,47936.6233,7771.132963360464,552972
45876,5029.5377267231615,50892.00664472616,553017
96945,11334.97009998868,77036.25164169708,553052
89318,24304.065952233126,21726.34683799113,553081
14935,48869.62373671001,91953.61014367123,553129
136784,12005.322028150558,85874.20887348872,553151
103017,11593.886025132882,65323.96638729764,553155
27673,24162.638887243964,49443.13708573464,553218
14014,48790.276745603784,45653.723955637375,553252
45978,42270.48818594147,10879.036709544293,553265
24850,11109.849141326327,97388.77668,553282
61099,24008.79104857188,11915.985067169146,553348
29229,16507.22166130033,64785.36212337155,553376
17094,25665.43696515117,41104.363890321525,553380
41758,47182.15629487887,79430.52628778649,553400
67624,85774.04801122105,10956.811476387556,553407
40230,69497.09498562379,82749.69988745003,553416
15335,33817.37273390376,115390.99228852111,553418
19110,28430.727240173976,74767.65977,553440
99771,6060.912837910586,92437.41119,553501
71245,22761.73560652848,49939.03178507326,553512
24376,31010.342949257876,49839.50970683766,553515
63663,22352.28756021217,90649.38058624639,553535
30858,20303.43188704507,77136.33029283656,553552
115467,20382.94504313675,12101.411860096709,553565
82823,20144.404511300523,36907.37382062268,553577
145075,27250.818550295437,27767.59308337076,553596
72116,11078.884969087461,10685.459763974715,553605
97252,30629.829201082466,65767.79263557415,553621
20057,95625.04561340928,21908.338356252832,553666
30763,21892.014685304905,91096.29182,553723
58442,95515.64449786386,38733.40512309511,553770
11849,31564.127928574508,26782.74143504488,553809
17291,51274.48695675779,42650.28611721995,553822
85313,8674.850756,62945.339974133436,553827
100153,11940.09669961072,99174.22374,553830
21727,12998.476649287046,25106.419054686652,553843
12307,19878.389502980986,100199.84968554594,553902
33554,66118.53500918554,78623.48658069177,553905
16662,64929.89796387366,91646.01984130156,554013
48557,47295.06629282616,62596.16928554952,554016
49100,58918.12078745361,50792.578801917654,554038
107232,25763.31550980617,31645.588316065543,554040
35702,88051.63822538126,59975.98853103629,554057
37229,36417.16127,29144.08242490187,554118
22754,28324.46346,69039.02418604963,554179
103107,21995.61848,28429.20940850833,554205
10717,64066.901831281546,81311.46669271214,554222
23344,12849.40282676486,29794.581718883874,554241
32385,10004.847819208855,50082.87537899079,554258
53966,55352.40870274678,52354.54901872233,554260
34070,54566.93479537719,106904.97308693876,554298
10163,61767.762473902134,19762.84944023846,554333
91973,24771.1246,52132.04354,554368
100462,96686.00574771862,51800.430627985115,554417
20526,97846.43851463665,85810.67278038299,554422
32496,11100.70357168566,108156.57114651894,554462
105823,81664.65642629248,82662.26358330708,554466
14064,14485.265580325322,21017.181766864513,554502
21095,42285.256404780484,79692.06054868076,554520
53721,50175.78629962835,22818.68257784519,554537
26450,42789.07342379902,57835.074808382255,554606
19529,59576.286134052214,51550.15619573508,554618
21481,10512.811374834448,3788.783503861281,554627
53295,24728.465800445232,12069.760144151584,554643
31252,61736.532208968776,56099.40672624069,554671
34399,11464.931538643612,71188.83373129992,554766
18128,90405.48512360366,43100.07517167779,554768
14056,74908.79795602613,36695.974788560816,554788
22006,32255.621861108568,51617.37426548028,554852
48015,83534.10563678655,61961.13417732119,554912
64688,13813.089101550075,71612.26477695967,554934
15580,99424.98160558025,45123.63543612857,554987
23885,78381.33658110103,87389.29322683139,555022
18278,46464.34187643925,52762.702579369536,555172
45374,43615.16570405696,50187.52858989602,555251
60520,72196.53025306387,19904.54974606463,555274
54299,12699.431084495129,17485.756215039924,555320
47227,19285.986238800237,10574.425694439635,555346
15696,50858.28971621045,53788.930189738996,555356
45660,36548.14034153651,15366.746920441346,555360
31924,48401.073517044344,27600.613136211206,555391
17907,23419.366935951504,56047.751252378934,555421
51431,82926.41513158247,93199.46867798729,555424
14195,84015.71734,47470.986862860314,555428
45407,73127.78276783411,13605.751410070387,555432
57531,62116.30711766905,19630.34318936323,555440
13699,38206.88166633869,29597.901627129675,555450
22675,99888.81987269856,49586.92099573721,555479
71518,44149.75612821059,52032.544353257865,555592
45895,29866.49528793367,19615.324047413684,555605
11219,16104.495463920635,67866.19956999991,555653
38064,54839.60708489964,11892.599857318788,555730
69800,8670.511925,56901.60323798995,555770
63760,65810.30323225675,38222.26851801152,555817
87017,21274.191796044506,35878.914664027296,555854
33187,32316.74795917921,4036.7816598085556,555901
101981,27987.37206950074,58553.454680051604,555909
22747,17894.787959449535,59383.68756245898,555967
74301,15458.636457813956,80799.02207428408,555968
60751,16860.72267101883,11472.269609877527,555996
32149,12905.61106741878,16937.09973712878,556006
11745,65908.94089974428,23853.847762269215,556016
21539,90149.3919,45437.49434354415,556018
32007,18296.478020950985,34516.54451673201,556063
75730,23177.44300655976,18553.72854264067,556074
20975,17088.098344113212,17357.70152916893,556086
65836,96157.32035026416,5030.712767894449,556112
19068,39427.811480537464,22248.364580072674,556228
10926,64325.73557760644,50388.244578530386,556259
87414,11854.505522422794,74624.43474,556295
27607,7375.262275887675,62031.70736648479,556300
16397,44948.427171191215,15884.782833643567,556311
63328,95866.12929474942,40729.84175919974,556344
86884,43238.396924597546,4343.835998835871,556392
51299,7892.906085377208,22844.52187117996,556404
41778,30579.105816929252,44607.67922919849,556440
131987,77416.74933920072,23872.49063763259,556446
115890,31234.960727492216,9372.835729,556498
56367,54616.49432386469,43227.25580844746,556499
135796,81980.12418389242,8987.515383619859,556513
19029,19707.963915359876,25034.16713002538,556522
20852,68152.32083996701,16915.741378975545,556592
37755,13067.926301612113,41621.58355925108,556653
102393,17735.455024614523,87535.41527074459,556668
107879,4757.056842005336,48251.798283415796,556724
89259,13723.11010718484,93185.10453353368,556732
16558,3875.1151135199325,71191.59909265071,556746
57308,20148.15299632875,29098.16958510622,556758
20366,67437.50661,43664.34753227582,556774
51204,12442.092550839172,24390.561895452283,556797
89646,70741.01237432664,26424.612831747214,556804
65805,23982.451194879137,40774.14855506213,556805
73199,10538.231219052463,68339.76437275641,556827
93038,24063.522866109168,47741.818597815334,556866
12098,44123.660012560555,43400.672323308114,556923
36863,39403.56195,38016.65883896111,556937
42521,35538.92324515554,117444.3464009871,556954
65730,18551.291386987912,33746.285178716236,556981
51280,79265.09719724876,62701.50202416986,557003
94002,23775.239264858472,73748.08714240714,557115
67169,11644.846201614566,64596.55187432429,557116
35923,42180.06452,82955.20275188833,557128
25300,44209.143293878245,82779.19732,557149
36083,24872.943704031244,50266.65455936988,557163
60248,45879.98620157843,36255.701169324515,557166
28717,60275.44553840139,19025.85020737411,557196
58428,8548.841299545196,37646.59756428574,557203
124935,89553.61978456452,36998.86837392955,557247
72392,61747.44415899661,31243.487970987804,557260
58900,36709.23153725802,97572.03326,557281
10913,36806.04960569432,104416.39577313694,557285
88458,18417.614053589874,34297.83789,557334
10823,45780.30625,9986.539476,557402
29800,25431.937084627283,113062.10601181899,557434
50614,54145.93114289243,16990.75466374023,557445
13358,77705.03992927342,31179.31014,557484
33970,16693.05677298172,113756.65655022005,557503
50845,69436.38635038676,10461.451739174574,557524
87394,22446.551593730397,11115.552918175612,557543
35586,43417.84075289908,14680.123244783983,557561
33444,27212.38797965177,86952.19275207075,557571
27641,21855.552215148084,89564.79535675226,557590
10754,30140.459767602657,19006.309659442766,557613
78693,33895.94739482318,21769.11768824786,557634
11840,10952.221185392891,49245.20921032856,557661
83251,33842.341230554906,26681.856903329513,557662
17117,24152.66140610786,60815.71019535695,557703
41672,61988.177186651905,15879.773152494368,557705
22539,27895.950408863348,11450.193864392513,557715
70860,27178.815068615284,31573.35288407815,557739
49757,52743.04292476159,9924.460216824373,557752
38240,73630.51882286086,22187.99791292382,557834
67320,42872.48221909336,43201.178745682584,557869
18746,14063.922086432045,57549.991605729665,557951
146087,46079.14025,34269.579009511996,557956
134592,39873.496389384956,14454.894890358531,557991
86000,12988.397277344102,102988.21999661581,558016
109580,32373.41998293568,60556.268232841336,558044
20421,58319.07793922864,76074.34359644543,558091
63986,26467.795152145583,28914.986536148062,558123
61565,85859.12649052385,77923.63203,558153
83521,69035.73424,36884.56907757047,558155
55965,21301.05480190599,60972.65843637201,558164
23481,46308.282436288704,34473.6898,558204
46262,42759.22661625294,19300.46812605702,558213
38736,89104.43777751493,49888.19226971434,558226
48548,63447.42796312588,9968.955064025628,558255
53675,38461.74622279311,62102.67387,558281
28547,99393.20230814075,23154.042271267528,558303
45919,28581.90043388658,46495.73161763111,558368
40080,72714.84837,16746.64912097704,558374
12609,12941.250337350106,49954.03752967793,558397
46371,31195.693287189646,8625.436083108758,558415
94503,24608.210211665544,46750.25299948665,558504
38545,59616.3849,89784.32674252092,558518
48391,21768.195726245423,16475.94524313195,558543
17158,47076.73363871658,48639.933356193935,558545
28950,49346.890050735645,21337.872963517373,558572
11538,44346.73035247053,82214.45524665299,558609
19953,40076.50796313814,48556.25814016937,558632
99044,12307.217540488586,111813.39475429308,558660
38628,42729.899404744814,107701.50956086046,558752
87636,14051.876543543245,65679.16223909077,558772
84503,37501.77558103834,46079.757664253375,558837
17618,40942.33632817559,34420.365806057845,558894
13344,30895.17122734779,111952.41049606254,558903
40913,83153.62770068101,52360.26358496565,558910
98679,38066.914172769124,28380.327877921165,558915
109183,9695.285648944391,16219.556775277242,558945
43961,78924.75614,103530.65434738452,558967
18442,29957.43811206715,89872.76369993151,558992
102714,31710.518659894893,18369.26701244421,558997
20938,69381.65171,28867.675475752338,559000
28524,12416.022654532542,48247.80996765067,559059
24527,41733.748578815685,92561.84188511588,559074
22388,23272.944096500312,70179.43783053118,559075
26926,51040.71451,75698.77616,559085
39098,85853.92800776508,58239.756894028134,559156
19482,89124.64405,26905.748020688497,559167
34132,7162.4390348390025,59655.13528941181,559234
36620,39178.48177893526,48889.29252361933,559281
119417,19110.81374060318,74418.72751,559283
22195,28131.762260443353,119744.94459990575,559307
54284,40533.316269150615,40345.382685927536,559315
88368,83440.87001,15368.957726868888,559339
131615,40676.280878024474,5325.390848252269,559392
20032,64880.93307401435,68956.61887222163,559400
33051,35130.59100055673,73356.08281139653,559410
70040,36945.7832,12815.130256550936,559414
121230,16244.348390440273,89868.83855401189,559446
33584,60435.57734496216,31132.682193256987,559546
56113,15742.801392130732,59776.78950819069,559577
66596,34374.144632688476,106983.77535448475,559595
35680,34465.45324594317,37316.652891075755,559727
46822,79956.74548,9328.699619314171,559767
22848,58274.60619104566,31601.20604837102,559777
10465,13093.920936584998,101675.71256074087,559783
20317,68161.12472183001,56050.00264333871,559787
30366,97197.24510799213,54266.274754251135,559795
96001,16899.17024691847,33143.76390236595,559807
96734,29193.004437329633,20855.335409976364,559881
15791,50912.56824681373,18642.898673082593,559909
102211,31614.924773919236,67161.69304019988,559926
54482,59471.29645447101,41120.81640021427,559928
55228,47909.52319588559,14158.245084820137,559939
11949,61241.74076351201,54432.201561743364,559961
121979,33518.99427328462,22495.11566748361,559970
51182,45979.416134315026,23937.497270762167,559992
31459,6291.874794662173,15851.520387212357,560177
27759,35984.42733841819,69943.88554822787,560179
69465,39044.02041711515,28122.824605507885,560182
43980,41838.676116019604,75319.63491284846,560187
102860,18889.648468940126,30778.65655547549,560209
49255,15794.83942611696,50127.45096004428,560211
43797,14031.029600604208,12070.60584527739,560218
29121,25367.561627054456,19323.1184,560226
10188,90038.81414831303,20329.91394398614,560258
66683,94186.66419958312,51439.40950661311,560315
15322,78293.08259323477,67678.23789645804,560331
99060,31240.138910987815,32433.040708376564,560333
21156,82104.18942771858,54672.40151157341,560356
130122,21619.07975867139,10095.016625220263,560369
144148,11981.180631665298,10710.85947991705,560382
104924,66287.79384027235,104940.75869101091,560390
25406,71680.90240218578,73704.41342619943,560395
100755,26005.962073435578,95201.46822093423,560422
15173,13032.125752554795,10454.60608929101,560424
44443,13272.052951441667,63684.80355107574,560436
38992,32007.684438865108,113000.83161277369,560441
42328,44391.77426347101,97108.02056,560468
37045,88771.63297426689,40291.75660726035,560475
14393,48581.22233701021,18500.96200592151,560478
40636,12499.736054444282,25907.55519884934,560500
31814,91628.84763083255,12278.03288361197,560505
76449,24126.75202342994,27151.75325407987,560518
14833,23493.769858159052,57355.81978,560559
100005,14535.474492947005,58647.52441398642,560563
55797,8473.098579,9158.638759,560573
52021,79797.31249060389,35046.45463998251,560590
17782,42516.029904884395,39925.824439760305,560599
103949,49525.31818558282,59996.15453927545,560600
36113,72327.33964605436,52361.69884514936,560607
50613,10754.771698007766,16212.387534229263,560618
77867,66185.56213339619,5772.761494710819,560620
44460,29932.473831581614,71654.89984524407,560665
44376,13792.547070298506,17849.73287697038,560708
23729,36227.45110198127,66533.42223628247,560720
35282,41682.90605989826,42129.887928086595,560743
31762,10025.335851300455,47501.88481071803,560769
33744,12477.084886190052,21024.591813062263,560772
14660,61947.56224817033,13738.422950761835,560774
40018,13669.503638336539,77703.00865801712,560825
106450,29530.71054278852,10682.291407399985,560860
27237,55793.165780480085,55178.77756835195,560871
70619,97218.14328478846,18919.919544207947,560889
42826,28579.859247924713,52182.50420734527,560903
116145,49486.34912883026,36305.547060107514,560914
85123,35223.73462936782,80963.52776945413,560919
